;EAN;Désignation;Stock;PVC;;
False;8410100024356;$? BONKA MOLIDO MEZCLA 250G;432;4.90;;
False;8410261512204;JORDAN ROSADO 75 CL.;52;2.49;;
False;8420342002012;$? PROTOS ROBLE 75 CL.;50;9.90;;
False;8410302106638;$# CAMPO VIEJO CRIANZA 75 CL.;36;5.85;;
False;8410685004286;GONZALO DE BERCEO RESERVA 75 CL;31;14.99;;
False;8411543111511;VIÑA POMAL RESERVA 75 CL.;7;15.75;;
False;8410591002338;$ CUNE RESERVA 75 CL.;20;11.95;;
False;8410379918967;QUESO RENY PICOT (5KG);30;10.40;;
False;9870002000268;EMPANADILLA CHILENA 100 GR-44U.;128;0.52;;
False;9870002000275;EMPANADILLA ARGENTIN 90 G-42 UN;154;0.56;;
False;9870002000329;CHOCOLATINA  FELICIDADES ;180;0.50;;
False;2320041000000;LECHE POLVO 26%;103;10.31;;
False;9870002001531;EMPANADA BOCATA ATUN;340;0.53;;
False;2320155000000;AZUCAR KG.;429;3.92;;
False;2320555000000;VELA DE CUMPLEANOS;249;0.75;;
False;2320166000000;AROMA RON NEGRO 5L.;7;24.04;;
False;2320181000000;COLA DE PESCADO;1;25.06;;
False;2320187000000;FONDANT LEBLE 15KG;57;1.23;;
False;2320196000000;ALMENDRA MEDIA MARCONA 10KG;23;12.48;;
False;2320204000000;LAMINA ALMENDRA;22;8.12;;
False;9870002002071;ROLLO DE PAPEL IMPR.62CM;2;34.80;;
False;9870002002088;BLONDA P.B. 40X47;100;0.15;;
False;9870002002187;BLONDA P.B. 36X41;200;0.11;;
False;2320238000000;SURTIDO GRANEL;166;7.25;;
False;2320244000000;COB.BELCOLADE BLANCA;7;4.69;;
False;2320248000000;COB.ESPECIAL 301 GOTAS - 10;100;1.78;;
False;8411400021724;$#? CLESA YOGUR 0% LIMON 4X125;25;1.09;;
False;8411400021731;$#? CLESA YOGUR 0% FRESA 4X125;34;1.09;;
False;8411400031044;$#? CLESA PETIT FRESA 6X55;112;1.23;;
False;3228022000298;PRES MANTEQ BARQ.LIGERA 250;16;3.69;;
False;3564700306468;$ MR LIEGEOIS CHOCO 4X100;10;1.39;;
False;3564700306451;$? MR LIEGEOIS CAFE 4X100 ;25;1.39;;
False;3564700005279;MR NATA SPRAY LIGHT 20% 250;77;2.29;;
False;8411400261007;$ CLESA FLAN HUEVO 4X100;6;1.45;;
False;8411400020390;$? CLESA FLAN VAINILLA 4X100;41;1.15;;
False;8411400620163;$#? CLESA CREMA BOMBON 4X125;78;1.39;;
False;8719200039285;$ LIGERESA MARGARINA 500 G;22;2.99;;
False;8410297132209;$#? CLAS MANTEQUILLA S/SAL T250;124;3.69;;
False;8410634080187;$#? TGT SABANITA 16 LO 300 G;100;2.39;;
False;8410285124377;$ PRES NATA ESPESA BOTEL 250 ML;20;2.09;;
False;8412800001064;$ DHUL TIRAMISU 2X80;7;2.09;;
False;8412800001095;$ DHUL PROFITEROLES 2X80;6;2.09;;
False;8410297132216;$# CLAS MANTEQUILLA C/SAL T-250;43;3.69;;
False;8421860526011;$#? GAZA CUAJADA OVEJA 140 GR;88;0.99;;
False;3564700007280;? MR YOGUR BRASEADO NATURA P16;30;3.15;;
False;0000084105554;$? ACTIMEL NATURAL P6;32;3.99;;
False;8435257023144;$ LEC DELICIAS GALLETA MARIA P2;30;1.79;;
False;8410297132223;$? CLAS MANTEQUILLA LIGER T250;50;3.85;;
False;7622201520724;CASERIO 8 LONCHAS 150;30;1.72;;
False;3228024020126;# PRES CREMA CABRA 125 GR;19;2.28;;
False;3023260001263;ROQUEFORT SOCIETE ABANIC 4X25;9;3.89;;
False;4002671158284;PATROS FETA ACEITE 150 G;8;3.47;;
False;3228021000145;? PRES CREMA CAMEMBERT 125 GR;15;2.28;;
False;4005500048046;$#? DALKY CHOCOLATE NATA 4X100;36;2.59;;
False;8435143300076;$? YAR YOGUR LIMON 500;25;2.95;;
False;8410981093205;$#? KAIK CAFFE LATTE EXPRES 230;43;1.78;;
False;8410981093199;$#? KAIK CAFFE LATTE CAPUCC 230;58;1.78;;
False;8410981093441;KAIK CAFFE LATTE MACCHIATO 230;19;1.78;;
False;8422174010029;$#? ALVALLE ORIGINAL BRICK 1 L.;30;3.99;;
False;3564700149881;MR MOUSSE LIEGEOISE VAINILLA P8;4;2.79;;
False;3564700149898;$ MR MOUSSE LIEGEOISE CHOCO P8;23;2.79;;
False;8422174010203;$? ALVALLE SUAVE BRICK 1 L.;29;3.99;;
False;8410500008109;$#? DANACOL NATURAL P6;22;4.49;;
False;8410500008116;$ DANACOL FRESA P6;10;4.49;;
False;3228022040201;? PRES CREMA AZUL 125 G       ;19;2.28;;
False;3228022040195;? PRES CREMA SEMI CURADO 125 GR;11;2.28;;
False;8410297121128;$? CLAS NATA SPRAY LIGE 250+10%;85;2.49;;
False;8410379941019;R.PICOT NATA MONTAR 200;32;1.49;;
False;8410259102158;$? VQR NATURAL 24 P. 375 GR;87;3.99;;
False;8410500008376;$? ACTIVIA C/PERA P4;21;2.99;;
False;8410379980025;$#? R.PICOT CUÑA QUESO AZUL 100;40;1.95;;
False;8410297120176;CLAS NATA COCINA 1 LITRO;48;4.69;;
False;8410500009724;$? DANACOL TROPICAL P6;19;4.49;;
False;8410500009670;$# ACTIVIA 0% C/FRUTOS ROJOS P4;26;2.99;;
False;8410500009649;$? ACTIMEL 0% FRESA P6;12;3.99;;
False;8436039436312;$? CLAS MASCARPONE 250 G;19;3.25;;
False;8410500009946;$ DAN YOGUR FRESA-LIMON-GALL P8;37;1.99;;
False;8410379914945;$#? R.PICOT CREMA CAMEMBERT 125;31;1.95;;
False;8410379914952;$#? R.PICOT CREMA CHEDDAR 125;30;1.95;;
False;8410379914969;$# R.PICOT CREMA EMMENTAL 125;28;1.95;;
False;8410379914976;$#? R.PICOT CREMA AZUL 125;27;1.95;;
False;8410379914983;# R.PICOT CREMA CABRA 125 ;27;1.95;;
False;3564700400289;$#? MR DELI UP FRESA 10X100;54;3.20;;
False;3564700416808;$? MR YOGUR 0% SABORES 12X125;13;2.99;;
False;8436019980279;$ ERM FLAN DE QUESO 2X110;17;2.79;;
False;8436019980286;ERM FLAN CHOCOLATE 2X110;14;2.79;;
False;8436019980088;$# ERM QUESADA PASIEGA 450;16;4.59;;
False;8436019980231;$? ERM FLAN DE QUESO 110;51;1.55;;
False;8436019980446;$ ERM YOGUR NATURAL 185;9;1.15;;
False;8436019980453;$ ERM CREMA Y.NATURAL AZ 185;18;1.29;;
False;3228024070022;PRES RALLADO 4 QUESOS 150 GR;23;2.99;;
False;3228024070039;PRES RALLADO MOZZARELLA 150 GR;9;3.35;;
False;3564700438169;$ MR QUESO NUEZ 125 GR;19;1.31;;
False;8410500010768;$# DAN YOGUR MAC-FRES-COC-FB P8;31;1.99;;
False;8410981148257;$ KAIK S/LACT NATURAL AZ 4X125;27;2.09;;
False;8410981095087;KAIK S/LACT LONCHA GOUDA 150;8;2.69;;
False;9870002803128;ACEITE GIRASOL (PANADERIA);21;1.91;;
False;9870002803135;MAYONESA 750 ML.(PANADERIA);7;3.79;;
False;8420979128215;"?# RUALMAR HUEVOS ""M"" 2 DOCENAS";156;5.75;;
False;8410297010200;$#? CLAS ENTERA BOTELLA 1.5 L;863;1.83;;
False;8410297111150;$#? CLAS SEMI BOTELLA 1.5;1017;1.70;;
False;8410297011108;$#? CLAS DESNATADA BOTELLA 1.5;353;1.65;;
False;8410297112041;$? CLAS ENTERA 1 L;2325;1.29;;
False;8410297113673;$? CLAS SEMIDESNATADA 1 L ;2479;1.17;;
False;8410297113680;$? CLAS DESNATADA 1 L;1512;1.13;;
False;8410297060007;$? CLAS BATIDO CACAO 1 L;20;1.79;;
False;8410128784324;$? FLORA ORIGINAL 1 L;151;1.89;;
False;8410132106167;$#? RAM CHOCOLATE TAZA 1 L;119;2.65;;
False;0000084116154;CHOLEC BATIDO CHOCO 1 L;13;1.85;;
False;0000084150066;$CHOLEC BATIDO FRESA 1 L;17;1.85;;
False;8437008925042;$ ? EZEQUI CECI IGP LEON  700 G;42;29.99;;
False;9400000078237;CAJA PARA UNA BOTELLA 8191;173;1.35;;
False;9400000078312;CAJA PARA DOS BOTELLAS 8192;92;1.35;;
False;9400000078497;CAJA PARA TRES BOTELLAS 8193;77;1.65;;
False;8410000815023;APIS TOMATE FRITO BR-400 G;73;0.85;;
False;8425852005188;IGLES  PALETA IB.SEMID PI 4-4.2;3;85.00;;
False;9400000085327;BOBINA H-1 60X1500;3;49.01;;
False;8414152120004;EAU RUMDOR HOMME 1000 ML;1;27.95;;
False;9400000093247;BOLSA VACIO 350X500 90 MY P.MIL;925;0.23;;
False;8414152160000;EAU TOILETTE ACQUA UNO 1000;3;27.95;;
False;8414152201154;V.NATURE ALCOHOL DE ROMERO;5;4.95;;
False;8414152201307;V.NATURE ACEITE DE ALMENDRA 300;2;8.75;;
False;3564700007303;$MG YOGUR 0% NATURAL 12X125;42;2.10;;
False;9400000106787;RECARGA MOVISTAR 5;1;5.00;;
False;3601020341554;MR COLA MULTIUSOS 55ML.;11;2.15;;
False;3601020341585;MR COLA MADERA 58ML SILEA;10;2.15;;
False;3601020341592;MR COLA MADERA 250ML.;11;3.85;;
False;3601020341608;MR COLA PVC 125ML.;13;2.85;;
False;3601020341615;MR COLA EMPAPELAR 250;42;2.69;;
False;3601010059353;ECO+ LONA PLASTICO 4X6M;11;14.95;;
False;3601010059315;ECO+ LONA PLASTICO 2X3 M;9;4.95;;
False;3601020451475;MR TENDEDERO MULTIFUNCION 7 L;6;7.95;;
False;3601029973855;#MR ACEITE MOTO 4T SEMI-SINTE 2;24;13.95;;
False;3601010083280;ECO+ ACEITE CADENA MOTOSIERRA5L;27;19.80;;
False;3601020241946;MR** CARPETA PROY 4 CMS;13;3.95;;
False;3601020241984;MR** CARPETA PROYEC. 2.5 CM EQU;16;2.95;;
False;3601020017565;$ MR  500 HOJAS A4 80 GR ESQUIS;391;5.49;;
False;3601020004077;$ MR GUIA CARPETA 4 ANILLAS PP;31;1.95;;
False;9870002003887;AROMA MANTEQUILLA 1.;2;28.52;;
False;3601010042010;ECO+ 10 CARPETAS CARTON C/GOMAS;30;4.95;;
False;3601010052743;ECO+ 10 CARPETA DE 60 FUNDAS;26;1.95;;
False;3601010014512;ECO+BL  18 LAPICES COLORES EQUI;4;1.45;;
False;3601020453226;CAJA DE COMPAS 3 PIEZAS;24;2.95;;
False;3601010014239;$ MR ECO+5 ROLLOS CINTA ADHESIV;68;1.95;;
False;8410410659156;KRAFFT ACEITE 5W30 5L;8;39.95;;
False;8410111004576;BAJA ISAB MEJILLON NAT 13/18 69;65;2.65;;
False;8410111004101;$? ISAB MEJIL S.VIEIRA 13/18 69;529;2.69;;
False;9400000129977;BOLSA AUTOADHESIVA 38*29 PESCA;20201;0.15;;
False;9400000130034;BOLSA AUTOADHESIVA 27*29 PESCA;20150;0.10;;
False;3600540710611;$? GEL PURE 3 EN 1 150 ML;17;4.75;;
False;8411519360127;CEYS SUPER BARRA PIEDRA 47G;8;8.95;;
False;5012594340030;ACEITE 3 EN 1 GOTERO 100ML;13;5.50;;
False;3601020359245;SE PALA  SENLIS JARDIN PALOTE;15;11.95;;
False;3601020359221;MR HORCA 4 DIENTES MANGO ;7;16.95;;
False;3601020359313;SE CULTIVADOR 3 PUAS REDONDAS;9;7.50;;
False;3601020359306;MR RASTRILLO 14 DIENTES JARDIN;14;12.95;;
False;3601020359320;MR AZADA JARDIN;9;7.95;;
False;3601020359290;MR AZADA+PALA C/MANGO JARDIN;6;12.95;;
False;9400000993172;SURTIDO MASCARAS CARNAVAL;18;2.95;;
False;4001724015604;DR OET DI MAMA PROSCIUTO 405;72;4.65;;
False;4001724015635;$?DR OET DI MAMA 4 FORMAGGI 410;73;4.65;;
False;8410261611013;$ D. SIMÓN MANDARINA EXPR. 1 L.;61;2.20;;
False;8410705004005;MAH CROQUETA R.ABUEL COCIDO 300;25;3.49;;
False;8410705004289;MAH EMPANADILLAS ATUN 500 GR;12;4.15;;
False;8410261608402;$#? D.SIMÓN NARANJA EXPR S/P 1;155;2.20;;
False;8410261271101;$#? DON SIMÓN TINTO 1 L.;294;1.75;;
False;8425852372310;IGLES TOCINO IBERICO SALADO 340;17;3.59;;
False;8425852372327;IGLES PANCETA IBERICA SALAD 340;10;4.49;;
False;5000159555500;MALTESERS 175 GR;11;3.95;;
False;8420756001953;REI FLAN QUESO 4X100;31;2.89;;
False;8410702019323;$? CASTILLO DE ALBAI 75 CL.;87;3.99;;
False;8414135018656;$ COLONIA BRUMMEL 125 ML VAP;10;7.99;;
False;8420962003048;GOIKOA CHISTORRA 200 GRS;8;2.19;;
False;3425901107578;TOTAL Q ACEITE 5000 15W 40 1L;16;11.50;;
False;3425901110639;#TOTAL Q ACEITE7000G10W40 1L;18;9.95;;
False;9400000311952;PALO 130MM.140U.;1022;0.13;;
False;7612100003879;ISOSTAR BARRA H.ENERG FRUTA3X40;25;4.25;;
False;8411801200858;KIT PISTOLA GATILLO+CONECTORES;8;12.95;;
False;8410128276003;$#?PASC BIFRUT ORIG TROPICAL P6;13;2.49;;
False;3175681041028;GERBLE S/GL TOST ARROZ-MA 250;5;4.25;;
False;8437004509185;FARC MORCIL IB.EXTREM 300 VACIO;18;2.89;;
False;8437004509161;FARC MORCIL IB.PATA 300 VACIO;25;2.89;;
False;8410702012997;BLUME VERDEJO SELECCION 75 CL.;32;5.45;;
False;4006381215718;BL 8 STABILO BOSS ORIGINAL;13;13.50;;
False;3086960113452;CUBO NEGRO C/ RUEDAS 110 LITROS;10;24.95;;
False;8420335935266;BAT NUEZ PELADA EXTRA 250 GR.;14;3.49;;
False;8435216533752;$SART ALUM LUX M/SILI INDUC 26 ;3;14.95;;
False;8435216531352;CACEROLA ALUMINIO 26 CMS;3;27.95;;
False;8435216531390;OLLA ALUMINIO VITRO-INDU. 24 CM;2;28.95;;
False;7613032377625;$#? NATIVA 2 LECHE 800 GR;36;12.95;;
False;2325192000000;$ MANZANA GRANNY NACIONAL 75 +;7;99.00;;
False;3273227483407;SOJASUM FR. BOSQUE 4X100;6;2.45;;
False;3273227483131;$? SOJASUM CEREZA 4X100;10;2.45;;
False;3273227482196;$ SOJASUM FRAMBUES PASIO 4X100;1;2.45;;
False;8410564030092;RAVICH GANCHITOS 105 GR;53;1.50;;
False;8410514117118;GUTARRA JUDIA VERDE TIRAS 350;13;3.10;;
False;8722700136231;$? HELLMAN MAYON B/ABAJO 430M;74;3.65;;
False;8437000663935;$#? AGUA MINERAL TELENO 1.5 L.;1462;0.40;;
False;4960999617015;CARTUCHO CANON PG510 NEGRO;6;20.90;;
False;4960999617039;CARTUCHO CANON CL511 COLOR;4;25.90;;
False;8437004407146;ARTE COCHINILLO 1/4 ASADOS ;1;39.99;;
False;5052197040517;DUREX PLAY CHERRY 50 ML;6;8.95;;
False;8423207000291;BICEN BARR SUSTIT CH.NEG 4X32;4;4.95;;
False;8410564029188;RAVICH PALOMITAS COLORES 130G;89;1.50;;
False;8410300101741;$# G.BLANCA SOPA AVE ARROZ 80G;167;0.89;;
False;8411320224038;$ ORTIZ BONITO B/S ESCAB 82G;128;3.45;;
False;8424084002835;ABONO ORQUIDEAS 350 ML;9;4.95;;
False;8424084002705;QUELATO DE HIERRO 500 GRAMOS;30;11.95;;
False;8437008925967;$ # ?EZEQUIEL SALCHIC HERRA 425;214;6.49;;
False;8436039760882;MG CEPILLO ESPALDA MADERA;60;3.50;;
False;8420403030022;# SARA CEBOLLITA VINAGR BOT-450;16;2.99;;
False;8410128111144;$ PASC YOGUR FRESA 4X125;15;1.49;;
False;8410109003178;$#? VALOR S/A CHOCO PURO ALM150;78;3.45;;
False;8410109003208;$? VALOR S/A CHOCO LECH/ALM 150;27;3.45;;
False;9788430567591;ENCLOPEDIA EL HUERTO;2;9.95;;
False;9788430567614;ENCICLOPEDIA JARDINES PEQUEÑOS;1;9.95;;
False;3601020002875;$ GUIA CARPETA 80 FUNDAS.;40;3.95;;
False;3601010059674;ECO+ HOJAS DE LIJA;29;2.10;;
False;3601010059711;ECO+ 4  FUNDAS PARA AUTOMOVIL;9;16.45;;
False;3601010014284;ECO+ PROLONGADOR 3 MTS.;18;4.60;;
False;8410261151625;DON SIMÓN SANGRÍA 1.5 L.;116;2.25;;
False;7613032401214;BONKA MOLIDO EXPRES NATUR 250;14;6.75;;
False;9788408094425;GS 5 QUINTO VIAJE AL REINO DE;1;19.95;;
False;3153126826003;ARIAS CAMEMBERT LE RUSTIQUE250 ;7;3.99;;
False;2321093000000;$ # ? PREPARADO COCI-FABADA ANJ;36;9.80;;
False;8410022108349;$#? DONUTS FONDANT 4UD 228;46;2.85;;
False;9788499086514;LOS PILARES DE LA TIERRA ;1;14.95;;
False;7622300491215;$# OREO BAÑADA CHOCO/LECHE 246G;67;3.29;;
False;7622300491161;$?#  OREO BAÑADA CHO/BLANCO 246;191;3.29;;
False;2321077000000;$ ? LONGANIZA DE CHIVO;17;18.89;;
False;8437004105059;$? PINNA FIDELIS ROBLE 75 CL.;49;8.95;;
False;8434702001683;$ COC NUGGETS POLLO REB.FIN 400;33;5.15;;
False;8410091025660;HORNIMANS ROSA MOSQUE 20S 40G;25;2.90;;
False;8008970054377;VITESSE TOALLITAS DERMOSEN 25;20;2.49;;
False;8410782114758;PAPEL FOTO APLI 11475 100 HOJAS;20;26.95;;
False;8437001137015;VALDUBÓN ROBLE 75 CL.;268;8.25;;
False;8412900401085;$#? POMPAD VALERIAN PLUS 5 20;210;2.99;;
False;8435216515277;TAPON CANULA PARA ESCANCIAR;36;1.75;;
False;8410031945744;BAJA SMINT SPEARMINT LATA 35 GR;2;2.45;;
False;8410031945737;$?# SMINT PEPPERMIN LATA 35G;39;2.45;;
False;8410031944839;$#? CHUPA CH SUGAR FRE B-6  77;72;2.45;;
False;7613032396350;$?# D.GUSTO CORTADO 101G;179;5.25;;
False;7613033174667;$#?  D.GUSTO CAFE C/LECHE 160 G;371;5.25;;
False;7613033162183;$? D.GUSTO NESQUIK 256G;30;5.25;;
False;7613033068904;$? MAGGI JUG HORNO COST.BARB.30;146;1.15;;
False;8410076471604;$? OLD TORTILLA WRAPS 350 G;105;3.45;;
False;8425558910274;$PACK 6 VASOS TUBO 31 CL ELITE;19;5.95;;
False;8425558910267;$PACK 6 VASO SIDRA/CUBATA ELITE;7;6.95;;
False;8425558910250;$PACK 6 VASOS PINTA ELITE;12;5.95;;
False;3601020453561;SE FUNDA CONFORTABLE  ALG122X45;32;7.95;;
False;3166290200487;DUCROS ESTRAGON 4 GRS;6;2.55;;
False;3166298530807;BAJA DUCROS FINAS HIERBAS 6 GRS;6;2.35;;
False;3166290204058;DUCROS HIERBABUENA 13 GRS;10;2.25;;
False;8410219856299;DUCROS JENGIBRE 26 GRS;12;2.65;;
False;3166298467400;DUCROS AJO Y PEREJIL 43 ;15;2.25;;
False;3166298532405;DUCROS PIMIENTA NEGRA Y ROJA 45;8;2.99;;
False;3179148785401;>>VAHINE CORAZONES 55 GRS;12;2.45;;
False;3179140805367;VAHINE VELITAS MAGICAS;14;2.99;;
False;3179142059799;VAHINE CROC 3 CHOCOLATES BOT-90;5;4.95;;
False;4009900012683;$? ORBIT MENTA PEPPERMINT 4X14;59;3.95;;
False;4009900018722;$#? ORBIT HIERBABUENA 4X14 GR;102;3.95;;
False;4009900358934;BAJA ORBIT FRESA ACIDA 4X14 G;72;3.95;;
False;4009900362573;BAJA ORBIT EUCALIPTO 4X14 G;145;3.95;;
False;8414366545006;RODILLO PARA JUNTAS;6;6.50;;
False;8411555170131;CABO ECO PULPO 65 G;26;6.95;;
False;8411555060678;CABO ECO SARDINILLA 60G;3;2.45;;
False;8428076000588;DUREX NATURAL COMFORT 24 UND;1;13.75;;
False;8411047151167;$#? EDT POSEIDON GOLD 150 ML;34;12.45;;
False;8411047137017;$ CHAMP ANTIPIOJOS GOTITAS 500;13;4.95;;
False;8410547927760;$ DELF NAVAJAS 400 GR;36;4.99;;
False;8410547930111;$ DELF ALMEJA BLCA 60/80 500;72;2.69;;
False;8421078026532;PLANCHA DE ASAR M  GR555A JATA;1;44.95;;
False;8421078021742;FREIDORA JATA FR 326 E;10;49.90;;
False;9870002306704;SAZONADOR POLLO PET 1500 GR;14;17.49;;
False;8410014040114;$? PALADIN 5 SOBRES 5X33G 165G ;52;2.65;;
False;5038483957417;$DUREX LUBRICANTE MASAG/SENSUAL;12;12.95;;
False;8428076000724;DUREX PRESERVATIVO XL  12 UND;2;7.55;;
False;8437001219971;$#? TAS PATATAS FRITA PICANT150;56;1.95;;
False;2322120000000;?IGLES LOTE CHR IB+SAL IB+C.LOM;8;18.99;;
False;9400001595825;BOLS CAMISETA 50/29X60 G200 REC;1500;0.25;;
False;9870002305783;$ VILLAR PALETA IB SEMID 3,8 AP;4;99.00;;
False;3574661487656;$ CAREFREE MAXI PLUS FRESH 36;77;2.49;;
False;8410604118346;$? COSTA SAL YODO+AC.FOLICO 1 K;66;1.25;;
False;3360373048861;EDP EDEN CACHAREL 30 ML;3;24.99;;
False;8001090441294;OLAY T. EFFECTS C.HIDRA. COLOR ;2;16.95;;
False;8437021011104;$ EZEQUIEL PREPARADO FABADA 800;11;8.49;;
False;8435216537415;$MOLDE SILICONA SAVARIN 25X9;2;11.95;;
False;8421002286049;SANTOKU 180mm. ARCOS;14;19.95;;
False;8412776100594;$ FUNDA TABLA 140X50 CM;15;8.95;;
False;8436007955418;# DIAMIR SETAS CULT TARRO 150G;27;1.39;;
False;0000000025027;$ ?NARANJA MESA NATURAL ;777;1.79;;
False;8437011521002;$#? LAR ENTERA 1 L;1692;1.19;;
False;8410415340721;$ SEÑORÍO LOS LLANOS TEM 75 CL;29;2.15;;
False;5026349020566;2 EN 1 LIMPIACRISTALES+ REPELEN;42;9.95;;
False;8410547049158;#? DELF GAMBA PELADA 160 GR;69;3.49;;
False;8410175030856;$ HERO TODOFR MULTIF PL-4X100;10;2.55;;
False;8429686000685;TENDILLA CORTEZA JAMON C. 500;8;5.49;;
False;8429686920020;$ TENDILLA TORREZNILLOS 140GR;42;2.79;;
False;8429686000630;$ TENDILLA MORRITOS FRITOS 150;31;2.99;;
False;8429686930005;$ TENDILLA TORRREZNILLOS 400;22;5.99;;
False;8436004840014;$? TINTE NATURTINT NEG/EBANO 1N;3;7.39;;
False;8414834140740;BBLAMPARA LED 24 CON GANCHO;1;3.00;;
False;8414834205081;BBCABLE ALTA DEFINICION HDMI;1;5.00;;
False;3142762214435;MANGO ALUMINIO PERFORADO 140 CM;11;2.95;;
False;5000111040983;$ HEINZ SALSA PERRINS BOT-150 M;121;3.35;;
False;8412877007075;$ PALCAR TAQUITOS DE PANCE 80 G;20;1.69;;
False;8008698001929;SCHAR WAFER NOCCIOLA 125 GRS;11;2.65;;
False;8008698001882;SCHAR WAFER CACAO 125 GRS;7;2.65;;
False;8008698054086;SCHAR WAFER POCKET 50 GR;19;1.30;;
False;8008698054109;$? SCHAR MILLY Y GRIS&CIOCC 52;24;2.25;;
False;8008698002193;SCHAR CEREAL BAR VITAMINE 25G;25;1.25;;
False;8008698004753;SCHAR PAN GRATI 300 GRS;9;2.83;;
False;8008698002223;SCHAR CORNFLAKES 250 GR;11;2.45;;
False;8008698004708;SCHAR NOCCIOLI 3X21 G;5;2.25;;
False;8008698002025;? SCHAR PIZZA 2 X 150 G;9;4.72;;
False;8008698002049;SCHAR SALTI 175 GRS;9;3.35;;
False;8008698002209;$ SCHAR CROSTINI 150 GRS;9;3.73;;
False;8008698002070;$ SCHAR SALINIS 250 GRS;29;1.30;;
False;8008698002100;? SCHAR GRISSINI 150 G;10;3.73;;
False;8008698003503;SCHAR CRACKER 210 GRS;17;3.95;;
False;7501017005925;$ COSTE SALSA VERDE FR-250 G;33;2.95;;
False;7501017006045;$? COSTE SALSA CHIPOTLE F-140 M;34;2.15;;
False;5906747316013;$? LULU OSITO CHOCO 150G;80;2.15;;
False;8412741684418;PELUCA RETRO ROJA;2;3.00;;
False;8412741684647;PELUCA MEDIA MELENA SURTIDAS;1;3.00;;
False;8412741684692;PELUCA MELENA PUNKY STD;1;3.00;;
False;8422259701033;DISFRAZ JACK EL PIRATA INFANTIL;2;1.90;;
False;4008398840204;REVITALIZANTE ORQUIDEAS 250 ML;13;6.50;;
False;8411056146352;INSECTICIDA ACCION TOTAL 750 ML;5;12.95;;
False;8411056692507;COMPO H.URBANO FAZILO NATU 750M;12;12.95;;
False;4052700024820;$#? HUXOL EDULC.LIQUIDO 200 ;54;1.70;;
False;8410650169804;$# BREKK G ESTERELIZADO 1.5 K;36;5.50;;
False;8413688008817;MESA CAMPING 80X60 PATAS ACERO;1;32.95;;
False;8410924170987;$ MIAU MACARRON 500 GRS;61;1.15;;
False;8593894909280;$? PRINCIPE ESTRELLA CHOCO 225;234;2.79;;
False;8593894910408;$ PRINCIPE ESTRELL CH-BLA 225;128;2.79;;
False;8411800319452;TRINA NARANJA ZERO 33 CL.;313;0.68;;
False;8410490271255;CACIQUE AÑEJO 1 L.;29;20.50;;
False;8410793156136;DAMM LEMON LATA 33 CL.;42;0.80;;
False;8410793262936;$ DAMM DAURA CELIACO BOT 33 CL;42;1.30;;
False;5000267013602;J. WALKER E. ROJA 1 L.;13;23.50;;
False;8411300045004;$ LACA ELNETT TEÑIDOS 400 ML;25;6.55;;
False;3574660721959;? LISTERI ZERO FRESH SUAVE 500;47;5.35;;
False;3601020015271;$ MR TRANSPORTADOR 180° 12CM;14;0.95;;
False;8413884100025;$ VERMUT MIRO BLANCO 1 L.;26;7.49;;
False;8437001603022;VERMUT ZARRO BLANCO 1 L.;22;7.25;;
False;3352370002052;POMMERY BRUT ROSE 75 CL;12;57.99;;
False;8432425044086;KAIKUCOL ZERO FRAMBUES 6X65;8;3.99;;
False;8436007950314;DIAMIR FILETE DE CABALLA 650 G;25;7.80;;
False;4008871208026;$ BOLSA ASAR HORNO ESSENTIA 5 U;34;2.79;;
False;8411135480667;ECRAN SUNNIQUE SPRAY FP30 200;23;9.95;;
False;8001665127288;$?  RANA TORTEL ATUN TOMATE 250;1;3.35;;
False;8437004699671;$ LAGAR DE ROBLA PREMIUM 75 CL;17;4.50;;
False;2324218000000;$# ALMEJA BABOSA MEDIANA;5;34.80;;
False;8422466276799;PINTURA  PLAST. MATE BLANCA ;30;14.95;;
False;8422466294335;BBPINTU DECO ANTIGOTER BLAN 750;1;7.75;;
False;5449000189202;AQUARIUS LIMON 9 X 33 CL.;22;8.37;;
False;5449000191632;AQUARIUS NARANJA 9 X 33 CL.;13;8.37;;
False;8422466202538;MONTO DECO TINTE AGUA NEGRO 100;44;4.75;;
False;8422466202705;MONTO DECO TINTE AGUA VER H 100;7;4.75;;
False;8422466202545;MONTO DECO TINTE AGUA VERDE 100;15;4.75;;
False;8422466202552;MONTO DECO TINTE AGUA AM LI 100;11;4.75;;
False;8410981096954;$# KAIK CAFFE LATTE LIGHT 230;29;1.78;;
False;8432425098720;KAIK CAFFE LATTE DESCAFEIN 230;9;1.78;;
False;8410436133227;PATTEX BARRIT MADERA 48G;9;9.95;;
False;8437000270416;$CEBOLLA BLANCA CARAMELIZAR 500;24;1.39;;
False;8437000270409;$ CEBOLLA ROJA 500 GR;71;1.49;;
False;7613037788228;$? D.GUSTO LATTE-MACH CARAM 145;46;5.25;;
False;3601029812833;$MR P3 VASOS NAJAC 27CL GOUR;5;2.95;;
False;8002713118142;$MR JUMBO BORGO 70CL TRANSP;6;3.95;;
False;8436039787216;MG ESPARRAG EXTR 6/8 D.O. 500;29;12.65;;
False;8436039787223;$ MG ESPARRAGO EXT 6/8 D.O.250;5;5.99;;
False;8436039787230;$ MG ESPARRAGO EXT 6/8 D.O. 325;52;7.55;;
